PAIR,ROR_H1,N_EXPOSED_H1,SIGNAL_H1,ROR_H2,N_EXPOSED_H2,SIGNAL_H2,STABLE,UNSTABLE
CYCLOPHOSPHAMIDE + DAUNORUBICIN HYDROCHLORIDE,2.362987296543614,31,True,2.7389046834062003,23,True,True,False
CYCLOPHOSPHAMIDE + DEXTROSE/SODIUM CHLORIDE,9.66668020459796,11,True,5.4778499812854875,20,True,True,False
CYCLOPHOSPHAMIDE + DIMENHYDRINATE,40.60122417969926,21,True,52.20232224770642,27,True,True,False
CYCLOPHOSPHAMIDE + DIPHENHYDRAMINE,3.625115575656362,38,True,2.209618287833221,69,True,True,False
CYCLOPHOSPHAMIDE + DIPYRONE,18.367087307199785,20,True,1.546646152817031,13,False,False,True
CYCLOPHOSPHAMIDE + ELIQUIS,4.51125568119827,34,True,32.868597286365166,35,True,True,False
CYCLOPHOSPHAMIDE + ELTROMBOPAG OLAMINE,21.266799816520773,11,True,15.466910034378875,17,True,True,False
CYCLOPHOSPHAMIDE + EMEND,16.433631172802638,18,True,87.00761213928351,45,True,True,False
CYCLOPHOSPHAMIDE + ENOXAPARIN,7.089067010699254,25,True,3.190108803165183,43,True,True,False
CYCLOPHOSPHAMIDE + EPCORITAMAB,25.137327990556955,81,True,3.7380823471412175,73,True,True,False
CYCLOPHOSPHAMIDE + FAMOTIDINE,10.827764729494351,61,True,1.825956463232985,52,False,False,True
CYCLOPHOSPHAMIDE + FASTURTEC,29.000458702445457,15,True,29.000458702445457,15,True,True,False
CYCLOPHOSPHAMIDE + FENTANYL,28.034645138786026,30,True,2.1564472086765294,42,True,True,False
CYCLOPHOSPHAMIDE + FILGRASTIM,2.3057589803651903,308,True,3.009884046533953,366,True,True,False
CYCLOPHOSPHAMIDE + FLUCONAZOLE,4.797228064796136,155,True,4.167529157263734,154,True,True,False
CYCLOPHOSPHAMIDE + FOSCARNET SODIUM,11.600071671743414,13,True,1.9333258475821424,21,False,False,True
CYCLOPHOSPHAMIDE + FUROSEMIDE,1.915627809993132,161,False,2.53309576156155,181,True,False,True
CYCLOPHOSPHAMIDE + GABAPENTIN,2.6239044208170883,52,True,3.163759124824802,47,True,True,False
CYCLOPHOSPHAMIDE + GANCICLOVIR,4.0900677385940165,68,True,1.8229504100664689,101,False,False,True
CYCLOPHOSPHAMIDE + GRANISETRON,4.446767041599373,28,True,8.458787677516773,39,True,True,False
CYCLOPHOSPHAMIDE + HUMAN RED BLOOD CELL,19.33340819012989,10,True,8.699991399452431,10,True,True,False
CYCLOPHOSPHAMIDE + HYDROCHLOROTHIAZIDE,5.155770050132798,38,True,0.8458138229251279,15,False,False,True
CYCLOPHOSPHAMIDE + HYDROCORTISONE,1.9334641144438256,114,False,3.8673838808424,145,True,False,True
CYCLOPHOSPHAMIDE + IMMUNOGLOBULIN A,2.0714638968783565,44,True,3.2223700882656745,52,True,True,False
CYCLOPHOSPHAMIDE + INVESTIGATIONAL AGENTS,11.60037557070262,26,True,32.86734357455145,17,True,True,False
CYCLOPHOSPHAMIDE + ISAVUCONAZOLE,12.08375342243204,27,True,1.2428374844627013,16,False,False,True
CYCLOPHOSPHAMIDE + ITRACONAZOLE,9.66668020459796,11,True,18.367087307199785,20,True,True,False
CYCLOPHOSPHAMIDE + KARDEGIC,23.20020068088156,12,True,8.699991399452431,10,True,True,False
CYCLOPHOSPHAMIDE + LACTULOSE,5.4135201966747815,33,True,2.1481600051817007,29,False,True,False
CYCLOPHOSPHAMIDE + LANSOPRAZOLE,2.271763989104984,67,True,3.093511476827727,63,True,True,False
CYCLOPHOSPHAMIDE + LASIX,3.3833453184988045,18,True,6.766724083971016,16,True,True,False
CYCLOPHOSPHAMIDE + LETERMOVIR,5.026816162996552,31,True,4.51125568119827,34,True,True,False
CYCLOPHOSPHAMIDE + LEUCOVORIN CALCIUM,9.087392841783345,52,True,10.635146081591593,96,True,True,False
CYCLOPHOSPHAMIDE + LEVOFLOXACIN,4.435845571105155,95,True,3.504617084826762,111,True,True,False
CYCLOPHOSPHAMIDE + LIDOCAINE,7.7334359045418815,18,True,2.31999139939079,17,False,True,False
CYCLOPHOSPHAMIDE + LIFILEUCEL,7.411315035852741,26,True,10.633373628683918,12,True,True,False
CYCLOPHOSPHAMIDE + LINEZOLID,4.511138240322874,17,True,7.733564600788889,27,True,True,False
CYCLOPHOSPHAMIDE + LORATADINE,4.350201050768007,44,True,4.833373947612358,18,True,True,False
CYCLOPHOSPHAMIDE + LORAZEPAM,3.3834648980293967,45,True,4.606488036857157,98,True,True,False
CYCLOPHOSPHAMIDE + LOVENOX,13.53348161491544,15,True,2.2095258118011727,23,False,True,False
CYCLOPHOSPHAMIDE + LT4,9.183892447479268,42,True,1.4362159164022807,87,False,False,True
CYCLOPHOSPHAMIDE + MAGNESIUM,4.51125568119827,34,True,1.7722273322741589,34,False,False,True
CYCLOPHOSPHAMIDE + MAGNESIUM OXIDE,1.9333169285460023,15,False,6.122332173824405,22,True,False,True
CYCLOPHOSPHAMIDE + MELATONINA,30.93500256836019,33,True,1.73998107879535,14,False,False,True
CYCLOPHOSPHAMIDE + MERCAPTOPURINE,2.0596271451527426,144,True,2.880870484800993,195,True,True,False
CYCLOPHOSPHAMIDE + MEROPENEM,3.4804636592377007,115,True,5.889326117432978,156,True,True,False
CYCLOPHOSPHAMIDE + MESNA,2.64782721801285,243,True,2.2503582168366365,193,True,True,False
CYCLOPHOSPHAMIDE + METFORMIN,2.812203457566671,43,True,2.8257502062528475,51,True,True,False
CYCLOPHOSPHAMIDE + METFORMIN HYDROCHLORIDE,5.800090307691205,21,True,2.0944365074435267,19,False,True,False
CYCLOPHOSPHAMIDE + METOCLOPRAMIDE,7.73472308842962,108,True,3.2802137538727485,123,True,True,False
CYCLOPHOSPHAMIDE + METRONIDAZOLE,3.5768228407597658,47,True,21.751795518729303,47,True,True,False
CYCLOPHOSPHAMIDE + MICAFUNGIN,2.2095258118011727,23,False,2.6026460088774925,48,True,True,False
CYCLOPHOSPHAMIDE + MIRTAZAPINE,6.766724083971016,16,True,2.4857284154891,25,True,True,False
CYCLOPHOSPHAMIDE + MORPHINE,39.63632432277456,42,True,4.8335113258170335,36,True,True,False
CYCLOPHOSPHAMIDE + MORPHINE SULFATE,18.367087307199785,20,True,30.93389651934797,16,True,True,False
CYCLOPHOSPHAMIDE + MOVICOL,4.188904072716732,16,True,1.9333347667887493,27,False,False,True
CYCLOPHOSPHAMIDE + MOXIFLOXACIN,3.866644050465981,10,False,2.9000100341159945,20,True,True,False
CYCLOPHOSPHAMIDE + NYSTATIN,6.444575579696122,23,True,34.8007998681221,18,True,True,False
CYCLOPHOSPHAMIDE + OLANZAPINE,29.9703578041933,64,True,6.328062532786378,83,True,True,False
CYCLOPHOSPHAMIDE + OMEPRAZOLE,3.5155619206543087,102,True,1.869032098765432,132,False,False,True
CYCLOPHOSPHAMIDE + ONCASPAR,4.833419739253214,24,True,15.466910034378875,17,True,True,False
CYCLOPHOSPHAMIDE + ONDANSETRON,5.581146688200717,237,True,5.549333622909084,283,True,True,False
CYCLOPHOSPHAMIDE + ONDANSETRON HYDROCHLORIDE,5.075102851163257,25,True,1.691667502854986,33,False,False,True
CYCLOPHOSPHAMIDE + OXYCODONE,3.061143390480559,25,True,4.833373947612358,18,True,True,False
CYCLOPHOSPHAMIDE + PANTOPRAZOLE,4.307135811803148,180,True,2.359015544908176,172,True,True,False
CYCLOPHOSPHAMIDE + PEGASPARGASE,2.3588174689266617,86,True,2.3301665983813593,133,True,True,False
CYCLOPHOSPHAMIDE + PENTAMIDINA,9.666887260581936,22,True,6.490962802667777,54,True,True,False
CYCLOPHOSPHAMIDE + PERPRAZOLE,2.6583672786783414,30,True,5.196160379792805,51,True,True,False
CYCLOPHOSPHAMIDE + PIPERACILLIN,23.20020068088156,12,True,5.316673674553725,13,True,True,False
CYCLOPHOSPHAMIDE + PIPERACILLIN / TAZOBACTAM,2.996754556140636,41,True,5.921290898317476,57,True,True,False
CYCLOPHOSPHAMIDE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,3.446787140354149,105,True,4.887784404683013,109,True,True,False
CYCLOPHOSPHAMIDE + POLARAMINE,1.6916559357626986,22,False,5.026816162996552,31,True,False,True
CYCLOPHOSPHAMIDE + POLYETHYLENE GLYCOL,60.90779740229951,64,True,10.875844001318864,49,True,True,False
CYCLOPHOSPHAMIDE + POMALYST,1.6916443690572889,11,False,5.155611194596218,19,True,False,True
CYCLOPHOSPHAMIDE + PONATINIB,4.695444270413271,41,True,7.733822008042107,45,True,True,False
CYCLOPHOSPHAMIDE + POTASSIUM,23.20020068088156,12,True,1.6916443690572889,11,False,False,True
CYCLOPHOSPHAMIDE + POTASSIUM CHLORIDE,2.7160605286919415,80,True,1.7283508927102664,92,False,False,True
CYCLOPHOSPHAMIDE + PREGABALIN,6.122564701703584,44,True,1.3291573590720676,38,False,False,True
CYCLOPHOSPHAMIDE + PROCHLORPERAZINE,20.784949730494287,45,True,83.14020987040789,43,True,True,False
CYCLOPHOSPHAMIDE + RAMIPRIL,3.323155397914616,71,True,2.191164002328658,49,True,True,False
CYCLOPHOSPHAMIDE + RASBURICASE,2.513330020498167,18,False,4.188904072716732,16,True,True,False
CYCLOPHOSPHAMIDE + REMDESIVIR,2.8999827989048637,12,False,4.833328157065486,12,True,True,False
CYCLOPHOSPHAMIDE + ROMIPLOSTIM,1.73998107879535,14,False,5.155611194596218,19,True,False,True
CYCLOPHOSPHAMIDE + SENNOSIDES,6.766724083971016,16,True,4.591737782152482,23,True,True,False
CYCLOPHOSPHAMIDE + SIMVASTATIN,15.466910034378875,17,True,14.500677327102402,32,True,True,False
CYCLOPHOSPHAMIDE + SPRYCEL,15.466910034378875,17,True,11.600071671743414,13,True,True,False
CYCLOPHOSPHAMIDE + SULFAMETHOXAZOLE / TRIMETHOPRIM,2.9157104607522997,261,True,2.173199996402738,328,True,True,False
CYCLOPHOSPHAMIDE + TAZOBACTAM,11.60037557070262,26,True,4.833328157065486,12,True,True,False
CYCLOPHOSPHAMIDE + TECARTUS,10.633373628683918,12,True,9.18352095716825,21,True,True,False
CYCLOPHOSPHAMIDE + TEICOPLANIN,3.141670290080129,17,True,6.766724083971016,16,True,True,False
CYCLOPHOSPHAMIDE + THIOGUANINE,1.836667877143021,29,False,4.130571858017263,58,True,False,True
CYCLOPHOSPHAMIDE + THIOGUANINE ANHYDROUS,25.13432928533714,27,True,7.7334359045418815,18,True,True,False
CYCLOPHOSPHAMIDE + THYMOGLOBULIN,3.659787325692605,67,True,1.7400606403796115,84,False,False,True
CYCLOPHOSPHAMIDE + TOPOTECAN,3.918002210850775,96,True,2.09453848941347,76,True,True,False
CYCLOPHOSPHAMIDE + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],2.1856107821225277,75,True,4.223361632964333,102,True,True,False
CYCLOPHOSPHAMIDE + VALACICLOVIR,14.25991689922777,63,True,5.0485016698257965,56,True,True,False
CYCLOPHOSPHAMIDE + VALACYCLOVIR HYDROCHLORIDE,3.566872493387176,211,True,3.824828390933805,223,True,True,False
CYCLOPHOSPHAMIDE + VALGANCICLOVIR,3.480143638409656,46,True,1.831613804467518,55,False,False,True
CYCLOPHOSPHAMIDE + VALGANCICLOVIR HYDROCHLORIDE,6.283371637989937,15,True,2.7066695654043618,19,False,True,False
CYCLOPHOSPHAMIDE + VALTREX,4.188904072716732,16,True,3.866644050465981,10,False,True,False
CYCLOPHOSPHAMIDE + VANCOMYCIN,5.921867121955416,114,True,5.84738542456126,148,True,True,False
CYCLOPHOSPHAMIDE + VINDESINE,1.4983402459885893,51,False,4.281109679128105,38,True,False,True
CYCLOPHOSPHAMIDE + VINDESINE SULFATE,10.311616553778276,35,True,4.189003116232361,32,True,True,False
CYCLOPHOSPHAMIDE + VITAMIN D3,3.8666988396233855,20,True,3.314352063744628,31,True,True,False
CYCLOPHOSPHAMIDE + VONOPRAZAN FUMARATE,1.6916443690572889,11,False,4.108377332345844,21,True,False,True
CYCLOPHOSPHAMIDE + VORICONAZOLE,7.734208155824172,72,True,2.577997602634712,99,True,True,False
CYCLOPHOSPHAMIDE + ZOFRAN,8.700156963368046,20,True,3.625021501677131,19,True,True,False
CYCLOPHOSPHAMIDE + ZOLEDRONIC ACID,1.9333481459182968,36,False,2.047107900407667,53,True,False,True
CYCLOPHOSPHAMIDE\DOXORUBICIN\PREDNISONE\VINCRISTINE + PREDNISONE,2.577756329549898,11,False,5.316673674553725,13,True,True,False
CYCLOSPORINE + DAUNORUBICIN HYDROCHLORIDE,10.633373628683918,12,True,19.33340819012989,10,True,True,False
CYCLOSPORINE + ECULIZUMAB,2.255573394239698,30,True,2.0944365074435267,19,False,True,False
CYCLOSPORINE + ELIQUIS,3.3833453184988045,18,True,5.316673674553725,13,True,True,False
CYCLOSPORINE + FILGRASTIM,1.5378929782158055,57,False,4.833831913256651,78,True,False,True
CYCLOSPORINE + FUROSEMIDE,2.4931073352831445,68,True,2.513471035875136,72,True,True,False
CYCLOSPORINE + HUMAN CYTOMEGALOVIRUS IMMUNE GLOBULIN,23.20020068088156,12,True,1.5708196161252252,21,False,False,True
CYCLOSPORINE + ISAVUCONAZOLE,15.466910034378875,17,True,2.8999827989048637,12,False,True,False
CYCLOSPORINE + LANSOPRAZOLE,3.093351426639686,21,True,2.9000236520143634,24,True,True,False
CYCLOSPORINE + LEUCOVORIN CALCIUM,38.66774017062979,20,True,2.577756329549898,11,False,True,False
CYCLOSPORINE + LEVETIRACETAM,3.866808424221429,40,True,1.510416915534616,41,False,False,True
CYCLOSPORINE + LEVOFLOXACIN,1.757576771134935,31,False,3.673381147149328,24,True,False,True
CYCLOSPORINE + MAGNESIUM,3.745961711216659,39,True,5.316900567190852,39,True,True,False
CYCLOSPORINE + MEROPENEM,1.7298492161025447,53,False,2.300168278511813,98,True,False,True
CYCLOSPORINE + METHYLPREDNISOLONE SODIUM SUCCINATE,3.222263898810306,26,True,2.803402156929266,39,True,True,False
CYCLOSPORINE + METOCLOPRAMIDE,4.833373947612358,18,True,13.53348161491544,15,True,True,False
CYCLOSPORINE + MYFORTIC,4.3499849490417555,11,False,4.511138240322874,17,True,True,False
CYCLOSPORINE + NEORAL,10.633373628683918,12,True,2.4166521332992494,14,False,True,False
CYCLOSPORINE + ONDANSETRON,34.802210483310276,37,True,4.0278779886054314,31,True,True,False
CYCLOSPORINE + PIPERACILLIN / TAZOBACTAM,7.7334359045418815,18,True,4.004889917970065,36,True,True,False
CYCLOSPORINE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,4.557332080038828,40,True,4.2535901926444835,54,True,True,False
CYCLOSPORINE + PROGRAF,5.316673674553725,13,True,8.700156963368046,20,True,True,False
CYCLOSPORINE + PROPOFOL,12.566774333809551,14,True,21.266799816520773,11,True,True,False
CYCLOSPORINE + QUETIAPINE,13.53348161491544,15,True,2.577756329549898,11,False,True,False
CYCLOSPORINE + RANITIDINA,10.633373628683918,12,True,3.3833453184988045,18,True,True,False
CYCLOSPORINE + ROMIPLOSTIM,2.9000236520143634,24,True,2.040747129365944,28,False,True,False
CYCLOSPORINE + ROSUVASTATIN,2.8999827989048637,12,False,5.4135201966747815,33,True,True,False
CYCLOSPORINE + SARILUMAB,3.866644050465981,10,False,19.33340819012989,10,True,True,False
CYCLOSPORINE + SYNTHROID,1.2428374844627013,16,False,4.060072246670776,26,True,False,True
CYCLOSPORINE + THYMOGLOBULIN,3.9745203719942857,92,True,1.7220371744413618,178,False,False,True
CYCLOSPORINE + TIGECYCLINE,7.7334359045418815,18,True,4.833328157065486,12,True,True,False
CYCLOSPORINE + TYLENOL,4.833328157065486,12,True,5.316787117890889,26,True,True,False
CYCLOSPORINE + VALGANCICLOVIR HYDROCHLORIDE,23.20020068088156,12,True,3.673381147149328,24,True,True,False
CYCLOSPORINE + VANCOMYCIN,4.350345134075449,66,True,6.767495705072912,80,True,True,False
CYCLOSPORINE + VORICONAZOLE,3.7979106564304352,69,True,3.142069458250497,119,True,True,False
CYMBALTA + HUMALOG,1.288868608633814,14,False,5.4778499812854875,20,True,False,True
CYMBALTA + JANUVIA,2.126653702075609,16,False,5.4778499812854875,20,True,True,False
CYMBALTA + LANTUS,4.833328157065486,12,True,5.075102851163257,25,True,True,False
CYMBALTA + LASIX,2.255573394239698,30,True,2.1750322534403668,39,True,True,False
CYMBALTA + OXYGEN,2.803402156929266,39,True,2.1750069880951526,26,False,True,False
CYMBALTA + PLAVIX,2.4166521332992494,14,False,3.8666988396233855,20,True,True,False
CYMBALTA + PREGABALIN,2.900050888396729,32,True,3.2625806336009173,35,True,True,False
CYMBALTA + TELMISARTAN,11.600071671743414,13,True,3.0208935593771056,33,True,True,False
CYMBALTA + XANAX,2.126683310835832,32,True,2.284882555404654,37,True,True,False
CYPROHEPTADINE HYDROCHLORIDE + GABAPENTIN,10.633373628683918,12,True,3.625021501677131,19,True,True,False
CYPROHEPTADINE HYDROCHLORIDE + LANSOPRAZOLE,25.133610783278463,13,True,27.06703012377769,14,True,True,False
CYTARABINE + DECADRON,4.2965253072600635,49,True,2.900159841735179,64,True,True,False
CYTARABINE + DIMENHYDRINATE,29.000458702445457,15,True,25.133610783278463,13,True,True,False
CYTARABINE + DIPHENHYDRAMINE,19.333822303239387,21,True,15.466910034378875,17,True,True,False
CYTARABINE + EMEND,4.3499849490417555,11,False,19.33340819012989,10,True,True,False
CYTARABINE + EPCORITAMAB,8.216795279164776,19,True,5.316673674553725,13,True,True,False
CYTARABINE + FAMOTIDINE,19.333822303239387,21,True,8.700156963368046,20,True,True,False
CYTARABINE + FASTURTEC,9.66668020459796,11,True,19.33340819012989,10,True,True,False
CYTARABINE + FILGRASTIM,2.168656788323506,120,True,1.954078127729532,142,False,False,True
CYTARABINE + FOLIC ACID,3.3833453184988045,18,True,2.4166690557419033,21,False,True,False
CYTARABINE + FUROSEMIDE,11.11700002866945,25,True,5.5241312718250795,47,True,True,False
CYTARABINE + G CSF,2.500218755314395,104,True,2.2001451910829837,95,True,True,False
CYTARABINE + GABAPENTIN,9.666887260581936,22,True,10.633373628683918,12,True,True,False
CYTARABINE + GEMTUZUMAB OZOGAMICIN,1.2566494813342444,23,False,4.954454826948531,49,True,False,True
CYTARABINE + HUMAN IMMUNOGLOBULIN G,4.25341918220587,27,True,1.5190308501750152,18,False,False,True
CYTARABINE + HYDROCORTISONE,1.954983294676386,136,False,2.4389691295427824,155,True,False,True
CYTARABINE + HYDROXYUREA,3.176246472633644,30,True,1.5615353740738984,34,False,False,True
CYTARABINE + IDARUBICIN HYDROCHLORIDE,2.531896633721584,76,True,2.271763989104984,67,True,True,False
CYTARABINE + IMIPENEM,0.9666468377685562,12,False,30.93389651934797,16,True,False,True
CYTARABINE + LANSOPRAZOLE,29.968212138877472,32,True,4.833328157065486,12,True,True,False
CYTARABINE + LEUCOVORIN CALCIUM,22.23405500711958,24,True,5.155611194596218,19,True,True,False
CYTARABINE + LEVOFLOXACIN,4.25341918220587,27,True,3.8669728168283832,70,True,True,False
CYTARABINE + LORAZEPAM,7.733564600788889,27,True,6.283371637989937,15,True,True,False
CYTARABINE + MERCAPTOPURINE,2.165601863910628,162,True,2.520199138790668,220,True,True,False
CYTARABINE + MEROPENEM,4.143224758668923,74,True,6.76768864261427,96,True,True,False
CYTARABINE + MESNA,4.0819593484732515,94,True,4.350345134075449,66,True,True,False
CYTARABINE + METFORMIN,8.699991399452431,10,True,13.53348161491544,15,True,True,False
CYTARABINE + METHYLPREDNISOLONE,1.5536593708301032,146,False,2.6773022522773404,147,True,False,True
CYTARABINE + METOCLOPRAMIDE,23.200808480443804,25,True,5.662248081965389,48,True,True,False
CYTARABINE + METRONIDAZOLE,4.350056979852784,22,True,5.316787117890889,26,True,True,False
CYTARABINE + MICAFUNGIN,6.283371637989937,15,True,7.008609320572059,33,True,True,False
CYTARABINE + MYCAMINE,21.266799816520773,11,True,23.20020068088156,12,True,True,False
CYTARABINE + MYLOTARG,3.2625806336009173,35,True,6.766724083971016,16,True,True,False
CYTARABINE + OLANZAPINE,14.500193515094177,16,True,8.699991399452431,10,True,True,False
CYTARABINE + OMEPRAZOLE,15.466910034378875,17,True,2.4166521332992494,14,False,True,False
CYTARABINE + ONCASPAR,9.667301402232008,44,True,61.87015804374575,32,True,True,False
CYTARABINE + ONDANSETRON,23.848006314419543,77,True,6.767592172230054,88,True,True,False
CYTARABINE + PANTOPRAZOLE,6.5252257740825685,31,True,5.263356679149272,58,True,True,False
CYTARABINE + PIPERACILLIN / TAZOBACTAM,3.3833851770091217,27,True,7.733564600788889,27,True,True,False
CYTARABINE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,3.5153215116277807,51,True,3.603213158279985,52,True,True,False
CYTARABINE + POLYETHYLENE GLYCOL,61.87015804374575,32,True,13.53348161491544,15,True,True,False
CYTARABINE + PONATINIB,6.214721922428676,52,True,3.286879503794178,66,True,True,False
CYTARABINE + POSACONAZOLE,1.9679495581473936,85,False,2.2001451910829837,95,True,False,True
CYTARABINE + POTASSIUM CHLORIDE,9.66668020459796,11,True,2.9000100341159945,20,True,True,False
CYTARABINE + PROCHLORPERAZINE,25.133610783278463,13,True,9.66668020459796,11,True,True,False
CYTARABINE + SODIUM BICARBONATE,23.20020068088156,12,True,1.933312469091856,12,False,False,True
CYTARABINE + SODIUM CHLORIDE,2.932583664678595,121,True,1.8260235629817416,104,False,False,True
CYTARABINE + SPRYCEL,21.267306153166174,23,True,6.283371637989937,15,True,True,False
CYTARABINE + SULFAMETHOXAZOLE / TRIMETHOPRIM,2.6585416263461092,90,True,5.40285189231251,112,True,True,False
CYTARABINE + TEICOPLANIN,1.4499774237244405,10,False,7.7334359045418815,18,True,False,True
CYTARABINE + THIOGUANINE,3.452458314760674,32,True,5.800503186128692,63,True,True,False
CYTARABINE + THIOGUANINE ANHYDROUS,22.23405500711958,24,True,4.591737782152482,23,True,True,False
CYTARABINE + TOCILIZUMAB,3.0934314486746066,42,True,2.803402156929266,39,True,True,False
